Sector,Company,Output,MSE,R2
REFINERY,CNERGY,Output_1,0.00771,0.872614
REFINERY,CNERGY,Output_2,0.008593,0.857054
REFINERY,CNERGY,Output_3,0.009054,0.844361
REFINERY,CNERGY,Output_4,0.028046,0.38045
REFINERY,NRL,Output_1,0.014551,0.681555
REFINERY,NRL,Output_2,0.016588,0.636195
REFINERY,NRL,Output_3,0.016142,0.641475
REFINERY,NRL,Output_4,0.017313,0.388287
REFINERY,PRL,Output_1,0.01466,0.425437
REFINERY,PRL,Output_2,0.016916,0.337562
REFINERY,PRL,Output_3,0.01768,0.32041
REFINERY,PRL,Output_4,0.047356,0.020659
LEATHER & TANNERIES,BATA,Output_1,0.014018,0.491711
LEATHER & TANNERIES,BATA,Output_2,0.015066,0.452744
LEATHER & TANNERIES,BATA,Output_3,0.017639,0.344088
LEATHER & TANNERIES,BATA,Output_4,0.014641,0.309718
LEATHER & TANNERIES,LEUL,Output_1,0.005492,0.463186
LEATHER & TANNERIES,LEUL,Output_2,0.005435,0.471252
LEATHER & TANNERIES,LEUL,Output_3,0.006731,0.363276
LEATHER & TANNERIES,LEUL,Output_4,0.012371,0.408533
LEATHER & TANNERIES,SGF,Output_1,0.008283,0.737716
LEATHER & TANNERIES,SGF,Output_2,0.008787,0.724914
LEATHER & TANNERIES,SGF,Output_3,0.011468,0.676389
LEATHER & TANNERIES,SGF,Output_4,0.040922,0.468094
LEATHER & TANNERIES,SRVI,Output_1,0.008912,0.756146
LEATHER & TANNERIES,SRVI,Output_2,0.00907,0.757599
LEATHER & TANNERIES,SRVI,Output_3,0.011605,0.713919
LEATHER & TANNERIES,SRVI,Output_4,0.046695,0.331852
MODARABAS,BFMOD,Output_1,0.038686,0.239647
MODARABAS,BFMOD,Output_2,0.043454,0.156186
MODARABAS,BFMOD,Output_3,0.060658,-0.097317
MODARABAS,BFMOD,Output_4,0.032427,-0.064278
MODARABAS,FANM,Output_1,0.035251,0.259743
MODARABAS,FANM,Output_2,0.037176,0.218032
MODARABAS,FANM,Output_3,0.042501,0.107466
MODARABAS,FANM,Output_4,0.035628,-0.487279
MODARABAS,FECM,Output_1,0.003794,0.303694
MODARABAS,FECM,Output_2,0.004329,0.227409
MODARABAS,FECM,Output_3,0.007773,-0.314779
MODARABAS,FECM,Output_4,0.012216,0.401095
MODARABAS,FFLM,Output_1,0.023869,0.183855
MODARABAS,FFLM,Output_2,0.027005,0.08213
MODARABAS,FFLM,Output_3,0.032536,-0.104333
MODARABAS,FFLM,Output_4,0.062881,-14.317342
MODARABAS,FHAM,Output_1,0.003749,0.880316
MODARABAS,FHAM,Output_2,0.004817,0.849321
MODARABAS,FHAM,Output_3,0.009257,0.738113
MODARABAS,FHAM,Output_4,0.019087,0.769488
MODARABAS,FIBLM,Output_1,0.036505,0.247452
MODARABAS,FIBLM,Output_2,0.040308,0.170172
MODARABAS,FIBLM,Output_3,0.059984,-0.235822
MODARABAS,FIBLM,Output_4,0.047326,-3.789094
MODARABAS,FIMM,Output_1,0.054766,-0.703291
MODARABAS,FIMM,Output_2,0.046361,-1.152779
MODARABAS,FIMM,Output_3,0.041052,-1.720914
MODARABAS,FIMM,Output_4,0.04605,-0.673186
MODARABAS,FPJM,Output_1,0.008516,0.632609
MODARABAS,FPJM,Output_2,0.009831,0.574201
MODARABAS,FPJM,Output_3,0.014381,0.373774
MODARABAS,FPJM,Output_4,0.027694,0.049793
MODARABAS,FPRM,Output_1,0.059156,-0.016102
MODARABAS,FPRM,Output_2,0.063346,-0.090729
MODARABAS,FPRM,Output_3,0.05867,-0.057698
MODARABAS,FPRM,Output_4,0.042385,0.101393
MODARABAS,FTMM,Output_1,0.009888,0.79341
MODARABAS,FTMM,Output_2,0.011056,0.761096
MODARABAS,FTMM,Output_3,0.014038,0.644305
MODARABAS,FTMM,Output_4,0.031668,-1.361447
MODARABAS,FTSM,Output_1,0.037006,0.210083
MODARABAS,FTSM,Output_2,0.040652,0.124771
MODARABAS,FTSM,Output_3,0.042284,-0.107227
MODARABAS,FTSM,Output_4,0.011356,-0.227466
MODARABAS,OLPM,Output_1,0.009582,0.790931
MODARABAS,OLPM,Output_2,0.010803,0.762169
MODARABAS,OLPM,Output_3,0.015624,0.645586
MODARABAS,OLPM,Output_4,0.041274,-0.099356
MODARABAS,ORM,Output_1,0.018689,0.080849
MODARABAS,ORM,Output_2,0.019388,0.052098
MODARABAS,ORM,Output_3,0.020374,0.053556
MODARABAS,ORM,Output_4,0.042144,0.060365
MODARABAS,PIM,Output_1,0.013681,0.274894
MODARABAS,PIM,Output_2,0.015652,0.159691
MODARABAS,PIM,Output_3,0.019001,-0.10443
MODARABAS,PIM,Output_4,0.01108,-0.303202
MODARABAS,PMI,Output_1,0.013481,0.552515
MODARABAS,PMI,Output_2,0.014922,0.501991
MODARABAS,PMI,Output_3,0.019994,0.33856
MODARABAS,PMI,Output_4,0.032348,-0.055631
MODARABAS,SINDM,Output_1,0.01508,0.53952
MODARABAS,SINDM,Output_2,0.016507,0.496579
MODARABAS,SINDM,Output_3,0.022467,0.31885
MODARABAS,SINDM,Output_4,0.04529,-0.075753
MODARABAS,TRSM,Output_1,0.014416,0.410482
MODARABAS,TRSM,Output_2,0.017327,0.308391
MODARABAS,TRSM,Output_3,0.023903,0.141794
MODARABAS,TRSM,Output_4,0.032165,0.281349
MODARABAS,UCAPM,Output_1,0.013454,0.029226
MODARABAS,UCAPM,Output_2,0.014495,-0.063936
MODARABAS,UCAPM,Output_3,0.014205,-0.113003
MODARABAS,UCAPM,Output_4,0.013401,-0.257479
GLASS & CERAMICS,BGL,Output_1,0.017058,0.499993
GLASS & CERAMICS,BGL,Output_2,0.018669,0.446708
GLASS & CERAMICS,BGL,Output_3,0.022815,0.302648
GLASS & CERAMICS,BGL,Output_4,0.028531,-0.017154
GLASS & CERAMICS,FRCL,Output_1,0.014965,0.40585
GLASS & CERAMICS,FRCL,Output_2,0.015823,0.366645
GLASS & CERAMICS,FRCL,Output_3,0.022199,0.090245
GLASS & CERAMICS,FRCL,Output_4,0.023626,-0.1004
GLASS & CERAMICS,GGGL,Output_1,0.008379,0.843858
GLASS & CERAMICS,GGGL,Output_2,0.009142,0.830067
GLASS & CERAMICS,GGGL,Output_3,0.011648,0.784507
GLASS & CERAMICS,GGGL,Output_4,0.020409,0.592745
GLASS & CERAMICS,GHGL,Output_1,0.007772,0.767045
GLASS & CERAMICS,GHGL,Output_2,0.008461,0.746706
GLASS & CERAMICS,GHGL,Output_3,0.012215,0.627196
GLASS & CERAMICS,GHGL,Output_4,0.026948,-0.51958
GLASS & CERAMICS,GVGL,Output_1,0.020569,0.655865
GLASS & CERAMICS,GVGL,Output_2,0.022226,0.628883
GLASS & CERAMICS,GVGL,Output_3,0.026254,0.562906
GLASS & CERAMICS,GVGL,Output_4,0.046338,0.234443
GLASS & CERAMICS,STCL,Output_1,0.011364,0.809639
GLASS & CERAMICS,STCL,Output_2,0.012815,0.785305
GLASS & CERAMICS,STCL,Output_3,0.016722,0.720053
GLASS & CERAMICS,STCL,Output_4,0.024506,0.550848
GLASS & CERAMICS,TGL,Output_1,0.004533,0.646884
GLASS & CERAMICS,TGL,Output_2,0.005155,0.598809
GLASS & CERAMICS,TGL,Output_3,0.007647,0.425118
GLASS & CERAMICS,TGL,Output_4,0.032157,-0.039244
WOOLLEN,BNWM,Output_1,0.014673,0.822196
WOOLLEN,BNWM,Output_2,0.016586,0.798428
WOOLLEN,BNWM,Output_3,0.021524,0.73643
WOOLLEN,BNWM,Output_4,0.043085,0.212951
PROPERTY,BRRG,Output_1,0.008727,-1.4815
PROPERTY,BRRG,Output_2,0.00893,-1.55473
PROPERTY,BRRG,Output_3,0.01065,-2.005518
PROPERTY,BRRG,Output_4,0.021686,0.626623
PROPERTY,JVDC,Output_1,0.00662,0.745295
PROPERTY,JVDC,Output_2,0.007407,0.707155
PROPERTY,JVDC,Output_3,0.009691,0.576047
PROPERTY,JVDC,Output_4,0.014859,0.43401
PROPERTY,PACE,Output_1,0.017773,0.588116
PROPERTY,PACE,Output_2,0.018766,0.56909
PROPERTY,PACE,Output_3,0.023988,0.470012
PROPERTY,PACE,Output_4,0.034234,0.471392
PROPERTY,TPLP,Output_1,0.00815,0.766111
PROPERTY,TPLP,Output_2,0.008087,0.768144
PROPERTY,TPLP,Output_3,0.014453,0.58661
PROPERTY,TPLP,Output_4,0.014057,0.586717
"PAPER, BOARD & PACKAGING",CEPB,Output_1,0.00832,0.902713
"PAPER, BOARD & PACKAGING",CEPB,Output_2,0.009221,0.892412
"PAPER, BOARD & PACKAGING",CEPB,Output_3,0.011167,0.867037
"PAPER, BOARD & PACKAGING",CEPB,Output_4,0.019282,0.691629
"PAPER, BOARD & PACKAGING",CPPL,Output_1,0.008719,0.873049
"PAPER, BOARD & PACKAGING",CPPL,Output_2,0.009062,0.867966
"PAPER, BOARD & PACKAGING",CPPL,Output_3,0.010783,0.838118
"PAPER, BOARD & PACKAGING",CPPL,Output_4,0.019075,0.475306
"PAPER, BOARD & PACKAGING",GEMPAPL,Output_1,0.006421,-0.188636
"PAPER, BOARD & PACKAGING",GEMPAPL,Output_2,0.004828,0.039775
"PAPER, BOARD & PACKAGING",GEMPAPL,Output_3,0.007344,-1.569984
"PAPER, BOARD & PACKAGING",GEMPAPL,Output_4,0.009323,-6.866607
"PAPER, BOARD & PACKAGING",MACFL,Output_1,0.011944,0.583309
"PAPER, BOARD & PACKAGING",MACFL,Output_2,0.013019,0.547947
"PAPER, BOARD & PACKAGING",MACFL,Output_3,0.015315,0.473967
"PAPER, BOARD & PACKAGING",MACFL,Output_4,0.018759,0.234271
"PAPER, BOARD & PACKAGING",MERIT,Output_1,0.013455,0.678592
"PAPER, BOARD & PACKAGING",MERIT,Output_2,0.014158,0.660581
"PAPER, BOARD & PACKAGING",MERIT,Output_3,0.017504,0.568646
"PAPER, BOARD & PACKAGING",MERIT,Output_4,0.02468,0.276797
"PAPER, BOARD & PACKAGING",PKGS,Output_1,0.007833,0.778039
"PAPER, BOARD & PACKAGING",PKGS,Output_2,0.009198,0.739468
"PAPER, BOARD & PACKAGING",PKGS,Output_3,0.014632,0.594789
"PAPER, BOARD & PACKAGING",PKGS,Output_4,0.034719,0.148041
"PAPER, BOARD & PACKAGING",PPP,Output_1,0.00443,0.64442
"PAPER, BOARD & PACKAGING",PPP,Output_2,0.005359,0.559635
"PAPER, BOARD & PACKAGING",PPP,Output_3,0.005493,0.517866
"PAPER, BOARD & PACKAGING",PPP,Output_4,0.054667,0.253856
"PAPER, BOARD & PACKAGING",RPL,Output_1,0.010566,0.832547
"PAPER, BOARD & PACKAGING",RPL,Output_2,0.01172,0.812533
"PAPER, BOARD & PACKAGING",RPL,Output_3,0.014138,0.758024
"PAPER, BOARD & PACKAGING",RPL,Output_4,0.018219,0.322754
"PAPER, BOARD & PACKAGING",SEPL,Output_1,0.007132,0.719545
"PAPER, BOARD & PACKAGING",SEPL,Output_2,0.007714,0.681989
"PAPER, BOARD & PACKAGING",SEPL,Output_3,0.010176,0.538845
"PAPER, BOARD & PACKAGING",SEPL,Output_4,0.023223,-0.018297
"PAPER, BOARD & PACKAGING",SPEL,Output_1,0.012457,0.859594
"PAPER, BOARD & PACKAGING",SPEL,Output_2,0.014629,0.834863
"PAPER, BOARD & PACKAGING",SPEL,Output_3,0.027701,0.682769
"PAPER, BOARD & PACKAGING",SPEL,Output_4,0.051236,0.404919
TRANSPORT,CLVL,Output_1,0.005012,0.440408
TRANSPORT,CLVL,Output_2,0.005761,0.359024
TRANSPORT,CLVL,Output_3,0.008196,0.123871
TRANSPORT,CLVL,Output_4,0.012315,-0.000839
TRANSPORT,GEMBLUEX,Output_1,0.019591,0.671937
TRANSPORT,GEMBLUEX,Output_2,0.020129,0.672217
TRANSPORT,GEMBLUEX,Output_3,0.038198,0.479821
TRANSPORT,GEMBLUEX,Output_4,0.146841,-0.336602
TRANSPORT,PIBTL,Output_1,0.007511,0.892408
TRANSPORT,PIBTL,Output_2,0.007916,0.885308
TRANSPORT,PIBTL,Output_3,0.0135,0.789362
TRANSPORT,PIBTL,Output_4,0.039476,0.007783
TRANSPORT,PICT,Output_1,0.005765,0.899985
TRANSPORT,PICT,Output_2,0.006525,0.887011
TRANSPORT,PICT,Output_3,0.011901,0.796384
TRANSPORT,PICT,Output_4,0.03653,0.425989
TRANSPORT,PNSC,Output_1,0.004519,0.894018
TRANSPORT,PNSC,Output_2,0.00519,0.87926
TRANSPORT,PNSC,Output_3,0.006337,0.859765
TRANSPORT,PNSC,Output_4,0.01421,0.79953
TRANSPORT,SLGL,Output_1,0.04034,-4.10339
TRANSPORT,SLGL,Output_2,0.0384,-2.931821
TRANSPORT,SLGL,Output_3,0.014883,-0.795376
TRANSPORT,SLGL,Output_4,0.010964,-0.022375
REAL ESTATE INVESTMENT TRUST,DCR,Output_1,0.00168,0.873258
REAL ESTATE INVESTMENT TRUST,DCR,Output_2,0.001784,0.869904
REAL ESTATE INVESTMENT TRUST,DCR,Output_3,0.002272,0.855848
REAL ESTATE INVESTMENT TRUST,DCR,Output_4,0.014439,0.68405
REAL ESTATE INVESTMENT TRUST,GRR,Output_1,0.007822,0.295183
REAL ESTATE INVESTMENT TRUST,GRR,Output_2,0.007891,0.244508
REAL ESTATE INVESTMENT TRUST,GRR,Output_3,0.007997,0.189821
REAL ESTATE INVESTMENT TRUST,GRR,Output_4,0.005742,0.643214
REAL ESTATE INVESTMENT TRUST,TPLRF1,Output_1,0.101584,-16.089549
REAL ESTATE INVESTMENT TRUST,TPLRF1,Output_2,0.030634,-6.008619
REAL ESTATE INVESTMENT TRUST,TPLRF1,Output_3,0.061399,-50.072888
REAL ESTATE INVESTMENT TRUST,TPLRF1,Output_4,0.442557,-209.996061
CABLE & ELECTRICAL GOODS,EMCO,Output_1,0.033468,0.284724
CABLE & ELECTRICAL GOODS,EMCO,Output_2,0.035303,0.253268
CABLE & ELECTRICAL GOODS,EMCO,Output_3,0.035483,0.244772
CABLE & ELECTRICAL GOODS,EMCO,Output_4,0.055887,-0.359686
CABLE & ELECTRICAL GOODS,PAEL,Output_1,0.009299,0.819265
CABLE & ELECTRICAL GOODS,PAEL,Output_2,0.009087,0.822418
CABLE & ELECTRICAL GOODS,PAEL,Output_3,0.01069,0.785101
CABLE & ELECTRICAL GOODS,PAEL,Output_4,0.031212,0.483128
CABLE & ELECTRICAL GOODS,PCAL,Output_1,0.016803,0.5647
CABLE & ELECTRICAL GOODS,PCAL,Output_2,0.017723,0.540827
CABLE & ELECTRICAL GOODS,PCAL,Output_3,0.019469,0.495323
CABLE & ELECTRICAL GOODS,PCAL,Output_4,0.047001,0.057111
CABLE & ELECTRICAL GOODS,SIEM,Output_1,0.007511,-0.181786
CABLE & ELECTRICAL GOODS,SIEM,Output_2,0.007539,-0.115947
CABLE & ELECTRICAL GOODS,SIEM,Output_3,0.017702,-0.021885
CABLE & ELECTRICAL GOODS,SIEM,Output_4,0.074746,0.082316
CABLE & ELECTRICAL GOODS,WAVES,Output_1,0.00846,0.900442
CABLE & ELECTRICAL GOODS,WAVES,Output_2,0.008361,0.900785
CABLE & ELECTRICAL GOODS,WAVES,Output_3,0.008277,0.897006
CABLE & ELECTRICAL GOODS,WAVES,Output_4,0.011706,0.756211
CABLE & ELECTRICAL GOODS,WAVESAPP,Output_1,0.041574,-0.087923
CABLE & ELECTRICAL GOODS,WAVESAPP,Output_2,0.041435,-0.09731
CABLE & ELECTRICAL GOODS,WAVESAPP,Output_3,0.045882,-0.267102
CABLE & ELECTRICAL GOODS,WAVESAPP,Output_4,0.055008,-0.432679
SYNTHETIC & RAYON,GATI,Output_1,0.00557,0.869565
SYNTHETIC & RAYON,GATI,Output_2,0.006111,0.855941
SYNTHETIC & RAYON,GATI,Output_3,0.007283,0.825077
SYNTHETIC & RAYON,GATI,Output_4,0.017422,0.458857
SYNTHETIC & RAYON,IBFL,Output_1,0.017333,0.707435
SYNTHETIC & RAYON,IBFL,Output_2,0.019148,0.67371
SYNTHETIC & RAYON,IBFL,Output_3,0.026082,0.544999
SYNTHETIC & RAYON,IBFL,Output_4,0.084524,-1.152726
SYNTHETIC & RAYON,IMAGE,Output_1,0.005529,0.529702
SYNTHETIC & RAYON,IMAGE,Output_2,0.005982,0.44985
SYNTHETIC & RAYON,IMAGE,Output_3,0.006621,0.224469
SYNTHETIC & RAYON,IMAGE,Output_4,0.008851,0.479662
SYNTHETIC & RAYON,NSRM,Output_1,0.014148,-0.048042
SYNTHETIC & RAYON,NSRM,Output_2,0.016118,-0.060045
SYNTHETIC & RAYON,NSRM,Output_3,0.014441,-0.114908
SYNTHETIC & RAYON,NSRM,Output_4,0.048583,0.044833
SYNTHETIC & RAYON,PSYL,Output_1,0.019064,0.68154
SYNTHETIC & RAYON,PSYL,Output_2,0.021262,0.642569
SYNTHETIC & RAYON,PSYL,Output_3,0.030615,0.470804
SYNTHETIC & RAYON,PSYL,Output_4,0.04372,0.143209
SYNTHETIC & RAYON,RUPL,Output_1,0.020244,0.69028
SYNTHETIC & RAYON,RUPL,Output_2,0.022558,0.655404
SYNTHETIC & RAYON,RUPL,Output_3,0.033247,0.499943
SYNTHETIC & RAYON,RUPL,Output_4,0.084403,-0.175437
CLOSE - END MUTUAL FUND,HGFA,Output_1,0.010802,0.644944
CLOSE - END MUTUAL FUND,HGFA,Output_2,0.012076,0.600429
CLOSE - END MUTUAL FUND,HGFA,Output_3,0.015331,0.497606
CLOSE - END MUTUAL FUND,HGFA,Output_4,0.033524,0.231043
CLOSE - END MUTUAL FUND,HIFA,Output_1,0.007984,0.807225
CLOSE - END MUTUAL FUND,HIFA,Output_2,0.008906,0.783584
CLOSE - END MUTUAL FUND,HIFA,Output_3,0.011465,0.721419
CLOSE - END MUTUAL FUND,HIFA,Output_4,0.035643,0.279744
CLOSE - END MUTUAL FUND,TSMF,Output_1,0.014341,0.520551
CLOSE - END MUTUAL FUND,TSMF,Output_2,0.014964,0.503247
CLOSE - END MUTUAL FUND,TSMF,Output_3,0.02243,0.318548
CLOSE - END MUTUAL FUND,TSMF,Output_4,0.018848,0.539308
TEXTILE WEAVING,ICCI,Output_1,0.026473,
TEXTILE WEAVING,ICCI,Output_2,0.042555,
TEXTILE WEAVING,ICCI,Output_3,0.094171,
TEXTILE WEAVING,ICCI,Output_4,0.006434,
TEXTILE WEAVING,PRWM,Output_1,0.020523,0.761939
TEXTILE WEAVING,PRWM,Output_2,0.02224,0.744607
TEXTILE WEAVING,PRWM,Output_3,0.031601,0.644209
TEXTILE WEAVING,PRWM,Output_4,0.05379,0.034597
TEXTILE WEAVING,STJT,Output_1,0.010411,0.113048
TEXTILE WEAVING,STJT,Output_2,0.010486,0.127701
TEXTILE WEAVING,STJT,Output_3,0.011186,0.192129
TEXTILE WEAVING,STJT,Output_4,0.018213,0.175812
TEXTILE WEAVING,YOUW,Output_1,0.015169,0.499296
TEXTILE WEAVING,YOUW,Output_2,0.01633,0.459794
TEXTILE WEAVING,YOUW,Output_3,0.020498,0.317704
TEXTILE WEAVING,YOUW,Output_4,0.030012,0.00234
TOBACCO,KHTC,Output_1,0.014501,0.552129
TOBACCO,KHTC,Output_2,0.016607,0.486825
TOBACCO,KHTC,Output_3,0.021321,0.352081
TOBACCO,KHTC,Output_4,0.014221,0.369345
TOBACCO,PAKT,Output_1,0.007011,0.835426
TOBACCO,PAKT,Output_2,0.007949,0.809252
TOBACCO,PAKT,Output_3,0.011798,0.678846
TOBACCO,PAKT,Output_4,0.022951,0.069674
TOBACCO,PMPK,Output_1,0.005699,0.623287
TOBACCO,PMPK,Output_2,0.00574,0.585356
TOBACCO,PMPK,Output_3,0.005324,0.537333
TOBACCO,PMPK,Output_4,0.009586,0.084864
OIL & GAS EXPLORATION COMPANIES,MARI,Output_1,0.004914,0.792915
OIL & GAS EXPLORATION COMPANIES,MARI,Output_2,0.007694,0.683679
OIL & GAS EXPLORATION COMPANIES,MARI,Output_3,0.016975,0.363565
OIL & GAS EXPLORATION COMPANIES,MARI,Output_4,0.028451,0.240819
OIL & GAS EXPLORATION COMPANIES,OGDC,Output_1,0.003219,0.808923
OIL & GAS EXPLORATION COMPANIES,OGDC,Output_2,0.003466,0.804108
OIL & GAS EXPLORATION COMPANIES,OGDC,Output_3,0.004068,0.821683
OIL & GAS EXPLORATION COMPANIES,OGDC,Output_4,0.01014,0.851257
OIL & GAS EXPLORATION COMPANIES,POL,Output_1,0.004928,0.787487
OIL & GAS EXPLORATION COMPANIES,POL,Output_2,0.004848,0.796694
OIL & GAS EXPLORATION COMPANIES,POL,Output_3,0.006794,0.739706
OIL & GAS EXPLORATION COMPANIES,POL,Output_4,0.014651,0.664524
OIL & GAS EXPLORATION COMPANIES,PPL,Output_1,0.002723,0.820746
OIL & GAS EXPLORATION COMPANIES,PPL,Output_2,0.003216,0.795633
OIL & GAS EXPLORATION COMPANIES,PPL,Output_3,0.004353,0.766124
OIL & GAS EXPLORATION COMPANIES,PPL,Output_4,0.010874,0.792978
LEASING COMPANIES,PGLC,Output_1,0.002773,0.345315
LEASING COMPANIES,PGLC,Output_2,0.003129,0.317432
LEASING COMPANIES,PGLC,Output_3,0.003453,0.355931
LEASING COMPANIES,PGLC,Output_4,0.012004,0.742188
VANASPATI & ALLIED INDUSTRIES,POML,Output_1,0.020954,0.660882
VANASPATI & ALLIED INDUSTRIES,POML,Output_2,0.023056,0.629366
VANASPATI & ALLIED INDUSTRIES,POML,Output_3,0.027631,0.556674
VANASPATI & ALLIED INDUSTRIES,POML,Output_4,0.014988,0.183968
VANASPATI & ALLIED INDUSTRIES,SSOM,Output_1,0.001963,0.312024
VANASPATI & ALLIED INDUSTRIES,SSOM,Output_2,0.002141,0.254728
VANASPATI & ALLIED INDUSTRIES,SSOM,Output_3,0.002511,0.148859
VANASPATI & ALLIED INDUSTRIES,SSOM,Output_4,0.009908,0.139038
